TU_ID	Gene_name	Start	End	Strand	Expression_E	Description	
1732	bglG	3731086	3732166	+	0,875617284	bglG	1080
1730	bglGFB	3731106	3735553	+	1,11775729	bglGFB	4447
1729	yieEF	3742585	3743973	-	2,719161542	yieEF	1388
1727	tnaCAB	3753028	3753125	-	31,25747625	tnaCAB	97
1728	tnaC	3753028	3753125	-	31,25747625	tnaC	97
1724	rpmH-rnpA	3756685	3757299	-	86,04560261	rpmH-rnpA	614
1722	dnaAN-recF	3757655	3761388	+	16,79810697	dnaAN-recF	3733
1718	dnaN-recF	3758804	3761388	+	15,16021672	dnaN-recF	2584
1716	recF	3759676	3761388	+	13,9711838	recF	1712
1715	gyrB	3761387	3763831	+	9,847815303	gyrB	2444
1714	yidQ	3773477	3773992	-	4,267688213	yidQ	515
1713	ibpAB	3774019	3775067	+	1,265933751	ibpAB	1048
1712	ibpB	3774556	3775067	+	0,965070965	ibpB	511
1711	yidL	3780361	3781283	-	0,131466152	yidL	922
1710	emrD	3786431	3787691	-	0,49004269	emrD	1260
1709	tisB	3787848	3788199	-	2,535897	tisB	351
1707	istR	3788345	3788418	+	0	istR	73
1706	ivbL	3788514	3788701	+	22,36163575	ivbL	187
1705	ivbL-ilvBN	3788514	3790790	+	3,112748039	ivbL-ilvBN	2276
1704	uhpT	3794339	3795760	+	0,793526091	uhpT	1421
1703	adeD	3795807	3797626	-	0,478320731	adeD	1819
1702	nepI	3799766	3800987	+	0,206469204	nepI	1221
1701	nlpA	3801520	3802361	+	0,928203716	nlpA	841
1700	yicJI	3804873	3809317	+	0,207483083	yicJI	4444
1698	yicH	3809371	3811105	-	1,514769832	yicH	1734
1697	rpoZ-spoT-trmH-recG	3814246	3819459	-	4,237061048	rpoZ-spoT-trmH-recG	5213
1696	gmk	3819486	3820148	-	7,776397751	gmk	662
1695	dinD	3822953	3823837	-	1,012620984	dinD	884
1694	yicC	3823934	3824891	-	8,320847309	yicC	957
1693	rph	3824957	3825729	+	3,097548045	rph	772
1692	rph-pyrE	3824957	3826440	+	1,780720076	rph-pyrE	1483
1691	dut-slmA	3826447	3827684	-	9,45168579	dut-slmA	1237
1690	dfp	3827586	3828833	-	3,890826986	dfp	1247
1689	yicR-rpmBG	3828960	3830327	+	102,4740594	yicR-rpmBG	1367
1688	yicR-rpmBG-mutM	3828960	3831193	+	63,4303548	yicR-rpmBG-mutM	2233
1687	rpmBG	3829542	3830327	+	177,877068	rpmBG	785
1686	rpmBG-mutM	3829542	3831193	+	85,5832475	rpmBG-mutM	1651
1685	mutM	3830362	3831193	+	1,776537345	mutM	831
1683	waaA-coaD	3831233	3833020	-	1,604797477	waaA-coaD	1787
1682	waaA	3831720	3833020	-	4,440769231	waaA	1300
1681	rirA-waaQGPSBOJYZU	3833299	3843297	+	1,963339437	rirA-waaQGPSBOJYZU	9998
1680	waaQGPSBOJYZU	3833357	3843297	+	1,974793237	waaQGPSBOJYZU	9940
1679	waaYZ	3840401	3842191	+	1,05065538	waaYZ	1790
2138	waaZU	3841341	3843297	+	0,899057425	waaZU	1956
1675	rfaD-waaFCL	3843330	3847597	-	15,13772362	rfaD-waaFCL	4267
1674	kbl-tdh	3848960	3851216	+	14,02421984	kbl-tdh	2256
1673	waaH	3851388	3852489	+	0,235684425	waaH	1101
1670	gpmM-envC-yibQ	3852477	3856301	-	17,66875872	gpmM-envC-yibQ	3824
1671	yibN-grxC-secB-gpsA	3856342	3858894	+	28,26302228	yibN-grxC-secB-gpsA	2552
1669	secB-gpsA	3857334	3858894	+	35,70161311	secB-gpsA	1560
1668	cysE	3858856	3859795	+	12,08934764	cysE	939
1667	lldPRD	3860520	3864247	-	6,54797819	lldPRD	3727
1663	mtlADR	3865118	3869348	-	14,75736801	mtlADR	4230
2167	yibA	3874358	3875199	-	0,325870498	yibA	841
1662	yibF	3879562	3880189	+	0,938744612	yibF	627
1661	selAB	3880240	3883519	+	0,716340174	selAB	3279
1660	aldB	3885002	3886630	+	0,118296575	aldB	1628
1658	yiaKLMNO-lyxK-sgbHUE	3890756	3898816	-	0,179900744	yiaKLMNO-lyxK-sgbHUE	8060
1657	yiaJ	3898919	3899852	+	0,316928119	yiaJ	933
1656	avtA	3900579	3901862	-	3,685029762	avtA	1283
1654	malS	3901967	3904066	-	7,766873114	malS	2099
1653	xylR	3905380	3906630	-	0,675239652	xylR	1250
1652	xylFGHR	3905380	3910467	-	0,336236656	xylFGHR	5087
1651	xylAB	3910730	3913619	+	0,364048861	xylAB	2889
2161	yiaA	3914176	3914612	+	0,056630047	yiaA	436
1650	glyQS	3916183	3919245	+	20,42440696	glyQS	3062
1649	insK	3919488	3920471	-	0,434712668	insK	983
1647	cspA	3921224	3921596	-	2997,922043	cspA	372
1646	yiaG	3921769	3922105	-	1,617412504	yiaG	336
1645	yiaF	3922440	3923202	+	8,241364664	yiaF	762
1644	yhjX	3929494	3930737	+	0,212814229	yhjX	1243
1643	eptB	3930956	3932752	+	1,887760076	eptB	1796
1641	dppABCDF	3933667	3939672	+	4,019313007	dppABCDF	6005
1640	ldrD	3941265	3941637	+	0,845395334	ldrD	372
1639	rdlD	3941338	3941400	-	1,032021709	rdlD	62
1638	bcsEFG	3941644	3945093	-	1,765454248	bcsEFG	3449
1637	yhjR	3945173	3945539	+	4,149560579	yhjR	366
1636	bcsBZ	3948864	3952381	+	0,220328677	bcsBZ	3517
1635	dctA	3958039	3959375	+	20,45480866	dctA	1336
1634	yhjJ	3959521	3961092	+	3,542203712	yhjJ	1571
1633	pdeH	3962308	3963116	+	0,053391298	pdeH	808
1632	yhjG	3963125	3965246	+	0,275998014	yhjG	2121
1631	yhjC	3968224	3969400	-	0,633591983	yhjC	1176
1630	treF	3970296	3971985	-	0,359546729	treF	1689
1629	ccp	3972276	3973745	+	0,244523367	ccp	1469
1628	gadAX	3973930	3976621	+	0,473257013	gadAX	2691
1626	gadX	3975698	3976621	+	0,686241682	gadX	923
1627	gadXW	3975698	3977995	+	0,660987488	gadXW	2297
1625	gadY	3976576	3976672	-	0,978867934	gadY	96
1623	gadW	3976756	3977995	+	1,869787463	gadW	1239
1620	mdtEF	3978010	3982452	-	0,614663065	mdtEF	4442
1617	gadEF-mdtEF	3978010	3983474	-	0,655807711	gadEF-mdtEF	5464
1615	gadEF	3982455	3983294	-	1,001191895	gadEF	839
1616	arrS	3983483	3983550	+	0	arrS	67
1614	hdeD	3983970	3984576	-	0,671606072	hdeD	606
1613	hdeAB-yhiD	3984746	3986281	+	2,013420981	hdeAB-yhiD	1535
1612	slp-dctR	3986324	3987600	-	0,270335305	slp-dctR	1276
1611	arsRBC	3990875	3993024	-	0,255982127	arsRBC	2149
1610	agrB	3993153	3993242	-	0,334880415	agrB	89
1608	dinQ	3993555	3993884	+	7,683760275	dinQ	329
1607	gor	3993886	3995424	-	2,499572351	gor	1538
1606	rlmJ	3995310	3996186	-	1,68425686	rlmJ	876
1605	prlC-rsmJ	3996299	3999156	+	3,945246984	prlC-rsmJ	2857
1602	uspA	4000946	4001536	-	166,5288136	uspA	590
1601	uspB	4001689	4002151	+	1,042192707	uspB	462
1600	pitA	4002396	4003924	-	5,44648003	pitA	1528
1599	yhiM	4005644	4006793	-	0,200151838	yhiM	1149
2095	yhiL	4007079	4008316	+	0,01987995	yhiL	1237
1598	nikR	4022548	4022999	-	1,014526502	nikR	451
1596	nikABCDER	4022548	4028097	-	1,597104583	nikABCDER	5549
1595	zntA	4032888	4035114	-	0,579342548	zntA	2226
1590	rpoH	4040667	4041649	+	44,28275628	rpoH	982
1589	livJ	4041775	4042981	+	0,352091837	livJ	1206
1587	livKHMGF	4043807	4048812	+	0,636363636	livKHMGF	5005
1585	ugpBAECQ	4049159	4054166	+	136,4303309	ugpBAECQ	5007
1584	yhhY	4059911	4060425	-	1,078725044	yhhY	514
1583	ryhB	4060521	4060609	+	0,066839596	ryhB	88
1580	gntR	4062675	4063914	+	7,838041431	gntR	1239
1579	gntK	4063892	4064530	+	4,396112024	gntK	638
1578	gntKU	4063892	4065848	+	2,652442969	gntKU	1956
1577	glgBXCAP	4067880	4077402	+	2,662226322	glgBXCAP	9522
1574	glgCAP	4071966	4077402	+	9,458425313	glgCAP	5436
1573	glgAP	4073145	4077402	+	3,176061449	glgAP	4257
1572	glpD	4078019	4079565	-	36,05403919	glpD	1546
1571	glpEGR	4079688	4081783	+	3,14316888	glpEGR	2095
1570	glpGR	4080057	4081783	+	3,381352736	glpGR	1726
1568	glpR	4080646	4081783	+	10,85693345	glpR	1137
2090	rtcR	4081672	4083269	-	0,224803783	rtcR	1597
1567	rtcBA	4083431	4085704	+	0,32958479	rtcBA	2273
1566	malT	4085718	4088513	-	17,12892312	malT	2795
1565	malPQ	4089028	4093551	+	68,37552778	malPQ	4523
1564	malQ	4091139	4093551	+	62,04358388	malQ	2412
1561	gntT	4093663	4095088	-	44,81614035	gntT	1425
1559	nfuA	4095339	4096079	-	51,23018018	nfuA	740
1557	yhgH-nfuA	4095339	4096870	-	10,63687763	yhgH-nfuA	1531
1558	bioH	4096680	4097463	+	1,749304669	bioH	783
1556	feoABC	4098574	4101480	-	9,674155328	feoABC	2906
1552	ompR-envZ	4104853	4107021	+	6,40897909	ompR-envZ	2168
1551	pck	4107098	4108858	-	25,78517507	pck	1760
1550	hslRO	4110886	4112427	-	5,034240112	hslRO	1541
2166	yrfG-hslR	4111789	4112868	-	4,410348459	yrfG-hslR	1079
1548	mrcA	4116090	4118711	-	1,060493571	mrcA	2621
1549	hofMNOP	4118610	4120922	+	0,103118171	hofMNOP	2312
1546	aroKB-damX-dam-rpe-gph-trpS	4122158	4128903	+	31,40212503	aroKB-damX-dam-rpe-gph-trpS	6745
1545	damX-dam-rpe-gph-trpS	4123938	4128903	+	10,06994206	damX-dam-rpe-gph-trpS	4965
1543	dam-rpe-gph-trpS	4125286	4128903	+	21,92673486	dam-rpe-gph-trpS	3617
1542	rpe-gph-trpS	4126385	4128903	+	7,8850706	rpe-gph-trpS	2518
1541	trpS	4127841	4128903	+	10,45197219	trpS	1062
1539	cysG	4142337	4143783	-	4,324804057	cysG	1446
1538	nirBDC-cysG	4142337	4147550	-	1,515161744	nirBDC-cysG	5213
1537	tsgA	4147789	4149018	-	3,626651961	tsgA	1229
1533	ppiA	4149203	4149812	+	20,63273125	ppiA	609
1532	yhfG-fic-pabA	4149890	4151271	+	1,406032423	yhfG-fic-pabA	1381
1531	pabA	4150687	4151271	+	0,971170675	pabA	584
1530	argD	4151317	4152577	+	0,965367607	argD	1260
2115	yhfK	4152645	4154746	-	3,014516763	yhfK	2101
1527	crp	4154746	4155506	-	171,1921053	crp	760
1526	yhfA	4155587	4156123	+	4,71232204	yhfA	536
1525	prkB	4156179	4157226	-	2,943417314	prkB	1047
1523	fkpA	4164039	4164930	+	83,99289188	fkpA	891
1521	yheO-tusDCB	4165032	4166859	+	14,60864806	yheO-tusDCB	1827
1520	rpsLG-fusA-tufA	4166917	4171392	+	452,4985078	rpsLG-fusA-tufA	4475
1519	fusA-tufA	4167853	4171392	+	506,8844041	fusA-tufA	3539
1517	tufA	4169814	4171392	+	1583,380439	tufA	1578
1516	chiA	4171642	4174377	+	0,50945814	chiA	2735
1509	gspCDEFGHIJKLMO	4175318	4186006	-	0,515812126	gspCDEFGHIJKLMO	10688
1510	gspAB	4186043	4188029	+	0,466431688	gspAB	1986
1507	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4193270	+	1293,836232	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	5174
1506	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	4193316	4198919	+	431,9218662	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	5603
1504	rpsMKD-rpoA-rplQ	4198973	4201956	+	1331,907699	rpsMKD-rpoA-rplQ	2983
1503	yhdN-zntR	4201992	4202832	+	2,613665966	yhdN-zntR	840
1502	arfA	4202865	4203093	+	3,27279705	arfA	228
1501	mscL	4203104	4203536	-	14,96669907	mscL	432
2099	trkA	4203644	4205019	-	3,514072826	trkA	1375
1499	def-fmt	4206377	4207887	-	17,15910563	def-fmt	1510
1500	smf	4207852	4209101	+	1,300687064	smf	1249
2163	yrdA	4211748	4212301	-	8,10531474	yrdA	553
1883	metA	4218871	4219920	+	0,938989514	metA	1049
1885	aceBAK	4220114	4225043	+	9,189271411	aceBAK	4929
2122	aceK	4223308	4225043	+	1,890965244	aceK	1735
1887	iclR	4227516	4228363	-	8,648681375	iclR	847
1886	metH	4228217	4232222	+	4,538660008	metH	4005
1889	yjbB	4232314	4234073	+	0,597816126	yjbB	1759
1890	lysC	4236596	4238250	-	4,585650947	lysC	1654
1892	pgi	4238434	4240118	+	16,96615035	pgi	1684
1893	yjbE	4240570	4240920	+	0,087064833	yjbE	350
1894	yjbEFGH	4240584	4244441	+	0,146227638	yjbEFGH	3857
1896	psiE	4245012	4245446	+	0,177837064	psiE	434
1897	malEFG	4247251	4251175	-	74,14304069	malEFG	3924
1898	malK-lamB-malM	4251448	4255185	+	105,8756367	malK-lamB-malM	3737
1899	ubiCA	4257155	4258599	+	3,036969643	ubiCA	1444
1901	plsB	4258755	4261309	-	6,240929261	plsB	2554
1900	dgkA	4261169	4261716	+	14,80987203	dgkA	547
1904	lexA-dinF	4261799	4263832	+	4,23709079	lexA-dinF	2033
1905	pspG	4267528	4267793	+	0,226139447	pspG	265
1907	qorA	4267960	4269015	-	3,031927678	qorA	1055
1906	dnaB	4268995	4270440	+	2,420210163	dnaB	1445
1908	alr	4270301	4271572	+	6,373459218	alr	1271
1910	tyrB	4271794	4273051	+	3,603583664	tyrB	1257
1911	yjbQR	4274926	4275725	+	6,083390886	yjbQR	799
1912	uvrA	4275761	4278647	-	1,268110993	uvrA	2886
1913	ssb	4278804	4279372	+	52,2306338	ssb	568
1916	yjcB	4279472	4279875	-	1,20814436	yjcB	403
1917	pdeC	4280130	4281768	+	0,106902612	pdeC	1638
1918	soxS	4281772	4282134	-	0,860509561	soxS	362
1919	soxR	4282159	4282668	+	0,31703306	soxR	509
1920	ryjA	4282639	4282777	-	0,128904934	ryjA	138
1921	ghxP	4283033	4284539	+	0,309013507	ghxP	1506
1922	actP	4287965	4289646	-	0,288844006	actP	1681
1923	acs-yjcH-actP	4287965	4292306	-	1,478384397	acs-yjcH-actP	4341
1925	nrfABCDEFG	4292383	4298850	+	0,081224724	nrfABCDEFG	6467
1926	fdhF	4301779	4304007	-	0,318348931	fdhF	2228
2093	yjcS	4309213	4311197	-	0,0302157	yjcS	1984
2151	alsBACE	4313583	4317841	-	0,258677884	alsBACE	4258
1927	alsRBACE	4313583	4318931	-	1,370668163	alsRBACE	5348
1929	rpiB	4319057	4319626	+	4,814757025	rpiB	569
2155	phnLMNOP	4320144	4323694	-	0,17582989	phnLMNOP	3550
1930	phnCDE_1E_2FGHIJKLMNOP	4320144	4331005	-	0,388536522	phnCDE_1E_2FGHIJKLMNOP	10861
1931	crfC-yjcZ	4332879	4336037	+	0,510238548	crfC-yjcZ	3158
1933	proP	4336207	4337803	+	17,65538847	proP	1596
1935	adiC	4341494	4343001	-	0,101546789	adiC	1507
1936	adiY	4342968	4343841	-	0,166978265	adiY	873
1937	adiA	4344010	4346355	-	0,193084211	adiA	2345
1938	melR	4346520	4347449	-	1,37932182	melR	929
1939	melAB	4347687	4350589	+	0,31366406	melAB	2902
1940	fumB	4351431	4353147	-	0,975517111	fumB	1716
1941	dcuB-fumB	4351431	4354890	-	1,936397803	dcuB-fumB	3459
1943	dcuR	4355115	4356364	-	3,119184546	dcuR	1249
1944	dcuSR	4355115	4357484	-	2,456589808	dcuSR	2369
1945	ghoST	4358349	4358880	+	0,4352345	ghoST	531
1946	lysU	4359000	4360596	-	28,42836257	lysU	1596
2129	cadA	4362270	4364416	-	0,127074651	cadA	2146
1948	cadBA	4362270	4365905	-	0,081822273	cadBA	3635
1949	cadC	4366196	4367762	-	0,270631786	cadC	1566
1951	yjdC	4368533	4369129	-	3,299101348	yjdC	596
1952	cutA	4370818	4371191	-	1,94913656	cutA	373
1953	dcuA	4371272	4372752	-	24,06756757	dcuA	1480
1955	aspA-dcuA	4371272	4374233	-	25,45162524	aspA-dcuA	2961
1956	aspA	4372646	4374233	-	40,98532499	aspA	1587
1957	fxsA	4374405	4374941	+	1,351394791	fxsA	536
1958	groSL	4376418	4378472	+	103,8275344	groSL	2054
1959	groL	4376585	4378472	+	304,9166225	groL	1887
1962	yjeI	4378563	4378963	+	14,20501278	yjeI	400
1963	efp	4381369	4382066	+	37,24434241	efp	697
1964	ecnB	4382311	4382532	+	2,230000474	ecnB	221
1965	sugE	4382596	4382993	+	1,375779429	sugE	397
1966	blc	4382991	4383546	-	1,532314261	blc	555
1967	ampC	4383585	4384804	-	0,706959617	ampC	1219
1968	frdABCD	4384768	4388213	-	8,781158078	frdABCD	3445
1969	epmA	4388420	4389421	+	1,827931767	epmA	1001
1970	psd-mscM	4391849	4396439	-	2,085256606	psd-mscM	4590
1972	yjeV	4398538	4398746	+	0,604508246	yjeV	208
1976	queG	4398730	4399893	-	1,741266021	queG	1163
1973	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399479	4410105	+	31,56885626	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	10626
2172	tsaE-amiB-mutL-miaA-hfq-hflXKC	4401387	4410105	+	13,77529973	tsaE-amiB-mutL-miaA-hfq-hflXKC	8718
1977	mutL-miaA-hfq-hflXKC	4402902	4410105	+	45,4537924	mutL-miaA-hfq-hflXKC	7203
1979	miaA-hfq-hflXKC	4404854	4410105	+	60,49292198	miaA-hfq-hflXKC	5251
1981	hfq-hflXKC	4405603	4410105	+	65,89086332	hfq-hflXKC	4502
1983	purA	4410466	4411786	+	24,4374526	purA	1320
1984	nsrR-rnr-rlmB-yjfI	4411846	4416335	+	3,83961313	nsrR-rnr-rlmB-yjfI	4489
2134	yjfKLMC	4417104	4419992	+	0,066822814	yjfKLMC	2888
1985	aidB	4420049	4421701	+	0,150658168	aidB	1652
1986	bsmA	4422243	4422670	-	3,384070394	bsmA	427
1987	ulaG	4424363	4425476	-	0,476179547	ulaG	1113
1988	ulaABCDEF	4425729	4430187	+	0,304893363	ulaABCDEF	4458
1989	rpsF-priB-rpsR-rplI	4430827	4432358	+	173,295193	rpsF-priB-rpsR-rplI	1531
1990	ytfB	4433881	4434620	-	6,000306681	ytfB	739
1991	cycA	4435582	4437077	+	2,180894968	cycA	1495
1992	ytfE	4437123	4437810	-	0,374756808	ytfE	687
1993	cpdB	4440424	4442430	-	1,947026824	cpdB	2006
1994	ytfJ	4444510	4445087	-	6,289188697	ytfJ	577
1995	ytfK	4445313	4445594	+	8,226856843	ytfK	281
1996	msrA	4447340	4448062	-	2,696022109	msrA	722
1997	yzfA	4453778	4454095	-	5,351791639	yzfA	317
1998	chpSB	4454230	4454843	+	4,625883632	chpSB	613
2000	ppa	4454924	4455487	-	105,2392982	ppa	563
2001	mpl	4461562	4462959	+	11,43187783	mpl	1397
2003	pmbA	4463747	4465112	+	2,651058553	pmbA	1365
2120	nrdG	4465702	4466165	-	1,647233006	nrdG	463
2004	nrdDG	4465702	4468639	-	6,577470505	nrdDG	2937
2005	treBC	4468856	4472011	-	84,1338279	treBC	3155
2006	treR	4472086	4473080	-	1,798792757	treR	994
2009	mgtLA	4473165	4476122	+	11,11825048	mgtLA	2957
2012	ridA	4476329	4476747	-	37,95208605	ridA	418
2013	pyrLBI	4478228	4478546	-	0,681341719	pyrLBI	318
2015	bdcA	4479142	4479865	-	0,35958845	bdcA	723
2016	argI	4483109	4484145	-	0,052730753	argI	1036
2017	rraB	4484247	4484690	+	76,90142965	rraB	443
2019	valS	4486734	4489720	-	27,72862246	valS	2986
2021	holC-valS	4486784	4490074	-	9,416264187	holC-valS	3290
2022	pepA	4490242	4491902	-	22,26987952	pepA	1660
2025	idnR	4495943	4496983	-	0,597241944	idnR	1040
2026	idnDOTR	4495943	4500236	-	0,339637663	idnDOTR	4293
2027	idnK	4500399	4500987	+	0,347254223	idnK	588
2029	yjhBC	4509822	4512206	+	1,209539562	yjhBC	2384
2116	insN-2	4512999	4513264	+	1,443076513	insN-2	265
2030	fecABCDE	4516492	4522528	-	2,005296636	fecABCDE	6036
2031	fecIR	4522566	4524083	-	1,144979943	fecIR	1517
2164	yjhIHG	4527929	4531604	-	0,354845784	yjhIHG	3675
2032	ryjB	4533779	4533867	+	0,273680638	ryjB	88
2034	nanCMS	4542416	4545729	-	1,343792735	nanCMS	3313
2033	nanCM	4543461	4545729	-	1,570318195	nanCM	2268
2035	fimB	4546611	4547360	+	6,804183356	fimB	749
2037	fimE	4547673	4548703	+	0,088395546	fimE	1030
2038	fimAICDFGH	4548496	4555511	+	0,805274683	fimAICDFGH	7015
2039	gntP	4555724	4557135	-	0,233676616	gntP	1411
2040	uxuAB	4557320	4560162	+	2,560565394	uxuAB	2842
2041	uxuR	4560260	4561150	+	1,459726024	uxuR	890
2042	ytiCD-idlP-iraD	4562378	4563186	+	0,210178489	ytiCD-idlP-iraD	808
2043	idlP-iraD	4562658	4563186	+	0,321216181	idlP-iraD	528
2156	yjiT	4578216	4579732	+	3,302088184	yjiT	1516
2045	symE	4585301	4585718	-	0,346640729	symE	417
2044	symR	4585637	4585712	+	0	symR	75
2135	yjiXA	4593711	4594880	-	16,81668881	yjiXA	1169
2046	btsT	4594931	4597168	-	41,210033	btsT	2237
2047	tsr	4597214	4599113	+	0,403721257	tsr	1899
2049	lgoR	4600739	4601748	-	0,538167494	lgoR	1009
2050	dnaTC-yjjA	4605422	4607416	-	1,672414082	dnaTC-yjjA	1994
2052	yjjB-dnaTC-yjjA	4605422	4607978	-	1,355757083	yjjB-dnaTC-yjjA	2556
2051	dnaTC	4605941	4607416	-	1,346278294	dnaTC	1475
2053	yjjB-dnaTC	4605941	4607978	-	1,038911796	yjjB-dnaTC	2037
2054	yjjP	4607890	4608835	-	0,206511771	yjjP	945
2055	yjjQ-bglJ	4609121	4610638	+	0,383655849	yjjQ-bglJ	1517
2056	fhuF	4610677	4611495	-	23,6593317	fhuF	818
2058	yjjZ	4611579	4611841	+	1,028210193	yjjZ	262
2060	holD-rimI-yjjG	4613583	4615124	+	2,366011074	holD-rimI-yjjG	1541
2061	osmY	4616955	4617802	+	4,630234996	osmY	847
2062	deoCABD	4623080	4627460	+	66,756621	deoCABD	4380
2148	deoABD	4624031	4627403	+	26,43490429	deoABD	3372
2064	deoBD	4625369	4627460	+	34,8223721	deoBD	2091
2065	ytjB-lplA	4628903	4630600	-	1,33112339	ytjB-lplA	1697
2066	serB-radA	4630658	4633095	+	2,027414112	serB-radA	2437
2067	slt	4636502	4638471	+	1,034937027	slt	1969
2068	trpR	4638506	4638945	+	0,689168098	trpR	439
2070	rob	4640243	4641154	-	7,618460994	rob	911
2069	creABC	4641045	4643921	+	1,7435758	creABC	2876
2071	creABCD	4641279	4645373	+	1,297934684	creABCD	4094
2072	creD	4643962	4645373	+	0,318545968	creD	1411
2073	arcA	4645341	4646313	-	101,2736626	arcA	972
